benchmark_mode,objective_type,budget_normalization,experiment_group,dataset_name,target_mode,batch_id,fixed_batch_seed,batch_size,batch_class_counts,ansatz_type,gate_set,encoding_type,feature_map,entanglement_topology,entangler_type,loss_type,readout_type,n_qubits,reference_depth,depth,target_entangling_budget,actual_entangling_budget,gates_per_layer,run_id,seed,hilbert_dim,n_params,n_entangling_gates,objective_value,loss_value,mean_abs_grad,spatial_grad_variance,log10_spatial_grad_variance,grad_norm,normalized_grad_norm,max_abs_grad,min_abs_grad,near_zero_ratio,target_grad,batch_accuracy,mean_pred_probability,std_pred_probability
task_aware_bp,supervised_loss,same_depth,bcw_8q_task_aware,breast_cancer,binary_subset,0,42,16,"{0: 6, 1: 10}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,1,1,7,7,7,0,0,256,24,7,1.3450186430535107,1.3450186430535107,0.04852803165229667,0.03979238418573612,-1.4002000390469032,0.9900401886677801,0.20209110725707083,0.9708902735385856,1.0408340855860843e-17,0.9166666666666666,-0.19378248611653218,0.375,0.1053166321753761,0.11881530221266967
task_aware_bp,supervised_loss,same_depth,bcw_8q_task_aware,breast_cancer,binary_subset,0,42,16,"{0: 6, 1: 10}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,1,1,7,7,7,1,1,256,24,7,0.5995405916655772,0.5995405916655772,0.02330589200757477,0.0124509802695468,-1.904796455082642,0.5583621268883485,0.11397519188096743,0.5583612666238648,2.168404344971009e-18,0.9166666666666666,0.0009801415579291791,0.625,0.8720077029756658,0.09268459930298457
task_aware_bp,supervised_loss,same_depth,bcw_8q_task_aware,breast_cancer,binary_subset,0,42,16,"{0: 6, 1: 10}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,1,1,7,7,7,2,2,256,24,7,1.1643004762368416,1.1643004762368416,0.03391682873088465,0.013804579594985829,-1.8599768148384037,0.5755959565577381,0.11749303263130428,0.4091858760301188,1.431146867680866e-17,0.9166666666666666,0.4091858760301188,0.375,0.13568546707203302,0.12140125284572072
task_aware_bp,supervised_loss,same_depth,bcw_8q_task_aware,breast_cancer,binary_subset,0,42,16,"{0: 6, 1: 10}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,1,1,7,7,7,3,3,256,24,7,1.3374616704250624,1.3374616704250624,0.06641456001154035,0.09056414644939992,-1.0430437016718241,1.5097685138928527,0.3081802073964621,1.5072787242320143,6.938893903907228e-18,0.9166666666666666,-0.08667071604495077,0.375,0.10635203837138983,0.12062493171641386
task_aware_bp,supervised_loss,same_depth,bcw_8q_task_aware,breast_cancer,binary_subset,0,42,16,"{0: 6, 1: 10}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,1,1,7,7,7,4,4,256,24,7,0.5025865290841642,0.5025865290841642,0.01385620100641987,0.003550918566263779,-2.449659287323225,0.29655141925149553,0.06053330497202769,0.29404057355367264,0.0,0.9166666666666666,-0.03850825060040401,0.625,0.779601891302773,0.11879397342577626
task_aware_bp,supervised_loss,same_depth,bcw_8q_task_aware,breast_cancer,binary_subset,0,42,16,"{0: 6, 1: 10}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,2,2,14,14,7,5,0,256,48,14,1.3280576835117102,1.3280576835117102,0.07216182646390021,0.040579592172702544,-1.3916923219659274,1.3964520266559424,0.2015604883750517,0.8170174037543093,7.460667546544364e-19,0.8333333333333334,-0.548938418096861,0.375,0.16244491575088807,0.035568385893770586
task_aware_bp,supervised_loss,same_depth,bcw_8q_task_aware,breast_cancer,binary_subset,0,42,16,"{0: 6, 1: 10}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,2,2,14,14,7,6,1,256,48,14,0.7704254595719874,0.7704254595719874,0.01673148137287704,0.0035484012813401904,-2.4499672726009636,0.41314672224642407,0.05963259282594612,0.3148639194783677,6.500831539538812e-20,0.8333333333333334,0.20964233529749288,0.3125,0.5193885927735455,0.06599854704303577
task_aware_bp,supervised_loss,same_depth,bcw_8q_task_aware,breast_cancer,binary_subset,0,42,16,"{0: 6, 1: 10}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,2,2,14,14,7,7,2,256,48,14,0.6979268871731021,0.6979268871731021,0.016847253688245023,0.0022023084114383066,-2.6571218624728985,0.335277283021511,0.04839310740140893,0.18479449734289177,1.4476712918330825e-19,0.8333333333333334,0.10289849842349862,0.625,0.6571564964636551,0.03807007196987787
task_aware_bp,supervised_loss,same_depth,bcw_8q_task_aware,breast_cancer,binary_subset,0,42,16,"{0: 6, 1: 10}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,2,2,14,14,7,8,3,256,48,14,0.8628056237296322,0.8628056237296322,0.0491914720659222,0.03186232469835729,-1.4967225409379927,1.2448024967687727,0.1796717641493423,0.8268098856215446,1.734723475976807e-18,0.8333333333333334,-0.022198487737845433,0.625,0.9258378367374432,0.04462183927387993
task_aware_bp,supervised_loss,same_depth,bcw_8q_task_aware,breast_cancer,binary_subset,0,42,16,"{0: 6, 1: 10}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,2,2,14,14,7,9,4,256,48,14,0.510631934789973,0.510631934789973,0.012349777484552913,0.0028666456369353314,-2.5426259894515977,0.3710025376628855,0.0535496037474253,0.310838354130505,8.673617379884035e-19,0.8333333333333334,-0.03650688827406291,0.625,0.7862803618592391,0.11496597143207317
