benchmark_mode,objective_type,budget_normalization,experiment_group,dataset_name,target_mode,batch_id,fixed_batch_seed,batch_size,batch_class_counts,ansatz_type,gate_set,encoding_type,feature_map,entanglement_topology,entangler_type,loss_type,readout_type,n_qubits,reference_depth,depth,target_entangling_budget,actual_entangling_budget,gates_per_layer,run_id,layer_id,layer_mean_abs_grad,layer_spatial_grad_variance,layer_grad_norm,layer_max_abs_grad,layer_min_abs_grad,layer_near_zero_ratio
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,1,1,7,7,7,0,0,0.019692850523917792,0.006862850496952286,0.4171520257760133,0.41284607936225937,4.939446745674355e-19,0.9166666666666666
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,1,1,7,7,7,1,0,0.027524059923090694,0.009060812886594318,0.48542896727519064,0.42372320513741196,2.1305641646587552e-16,0.9166666666666666
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,1,1,7,7,7,2,0,0.011001340255577937,0.001457393115149085,0.1870519433901291,0.14013818714630483,1.8853503265784313e-19,0.9166666666666666
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,1,1,7,7,7,3,0,0.043515708988347106,0.024750986542513922,0.7996689835866704,0.7391087787295416,1.6887811563207358e-18,0.9166666666666666
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,1,1,7,7,7,4,0,0.0512473124101032,0.05895291415396958,1.214386063068189,1.214285213103514,1.0008079557563313e-16,0.9166666666666666
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,2,2,14,14,7,5,0,0.023604046956609222,0.002623163852542524,0.26060824301490815,0.15657401261144993,6.021349029492045e-19,0.75
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,2,2,14,14,7,5,1,0.0021424968285840324,9.187004218188853e-05,0.04780316446558556,0.04765464520230772,2.1372644551950377e-18,0.9166666666666666
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,2,2,14,14,7,6,0,0.016346054787834286,0.0014925879886812533,0.1906988564304894,0.14857177698853588,1.0687609441188666e-19,0.75
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,2,2,14,14,7,6,1,0.01957952045026158,0.0071098091690416365,0.4240707523073153,0.42127253234322365,8.898113776431962e-20,0.9166666666666666
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,2,2,14,14,7,7,0,0.03369999235624884,0.009192499573672434,0.47736513722209534,0.44131419854594256,7.782241234696696e-19,0.75
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,2,2,14,14,7,7,1,0.010490786025219008,0.0013160981884458864,0.18500733692734353,0.16146622520187415,9.523220511895493e-20,0.9166666666666666
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,2,2,14,14,7,8,0,0.03972500319864435,0.016678700642103163,0.6410130844714927,0.6058079762141578,2.0057740190981832e-18,0.75
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,2,2,14,14,7,8,1,0.016545268166467415,0.0033209436127974133,0.282455618663432,0.22024987237881394,5.020699277584718e-18,0.9166666666666666
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,2,2,14,14,7,9,0,0.08034332546289359,0.12715794749919215,1.7841309528123361,1.7819649609102641,5.266727331426881e-17,0.75
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,2,2,14,14,7,9,1,0.021753130265561485,0.01043590573843079,0.5107267223262398,0.5105977424112746,4.7704895589362195e-17,0.9166666666666666
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,4,4,28,28,7,10,0,0.020648787307506283,0.002278346129322981,0.2343269992060226,0.19366204890871772,3.863311423791593e-20,0.5
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,4,4,28,28,7,10,1,0.018768245613320845,0.00281707153153499,0.2639298176563118,0.24525356831647555,1.8973538018496328e-19,0.625
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,4,4,28,28,7,10,2,0.007045182025724159,0.00028443214957777247,0.08413616082642424,0.054343087264683086,4.782859296144642e-19,0.75
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,4,4,28,28,7,10,3,0.007781526074418171,0.0013239703692457718,0.18187519389687623,0.18180785410389838,3.0890593399870206e-19,0.9166666666666666
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,4,4,28,28,7,11,0,0.01748267253214646,0.0009526741820640132,0.15253602095300176,0.07549048391753979,1.2227781819731846e-18,0.5
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,4,4,28,28,7,11,1,0.03387064214977948,0.005524843879220195,0.36414237970956764,0.2912354603952108,3.2526065174565133e-19,0.625
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,4,4,28,28,7,11,2,0.022069347139485107,0.004011968208276221,0.32474344167855984,0.29123546039521075,3.263789071431889e-19,0.75
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,4,4,28,28,7,11,3,0.00323164867141335,0.00012093492480096426,0.05615232382078132,0.0473044590497375,1.0842021724855044e-19,0.9166666666666666
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,4,4,28,28,7,12,0,0.018080763753384913,0.0015674193960783028,0.1940770588005013,0.15223274160024686,1.1864048288092045e-17,0.5
