benchmark_mode,objective_type,budget_normalization,experiment_group,dataset_name,target_mode,batch_id,fixed_batch_seed,batch_size,batch_class_counts,ansatz_type,gate_set,encoding_type,feature_map,entanglement_topology,entangler_type,loss_type,readout_type,n_qubits,reference_depth,depth,target_entangling_budget,actual_entangling_budget,gates_per_layer,run_id,seed,hilbert_dim,n_params,n_entangling_gates,objective_value,loss_value,mean_abs_grad,spatial_grad_variance,log10_spatial_grad_variance,grad_norm,normalized_grad_norm,max_abs_grad,min_abs_grad,near_zero_ratio,target_grad,batch_accuracy,mean_pred_probability,std_pred_probability
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,1,1,7,7,7,0,0,256,24,7,0.8096685023621099,0.8096685023621099,0.019692850523917792,0.006862850496952286,-2.163495461848926,0.4171520257760133,0.08515080069329738,0.41284607936225937,4.939446745674355e-19,0.9166666666666666,-0.41284607936225937,0.625,0.2933510312860761,0.09559702696956458
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,1,1,7,7,7,1,1,256,24,7,2.9334845939892373,2.9334845939892373,0.027524059923090694,0.009060812886594318,-2.0428328380488168,0.48542896727519064,0.09908777301586755,0.42372320513741196,2.1305641646587552e-16,0.9166666666666666,-0.42372320513741196,0.375,0.9262084598527527,0.09513282819847574
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,1,1,7,7,7,2,2,256,24,7,0.6273642725063451,0.6273642725063451,0.011001340255577937,0.001457393115149085,-2.8364232864510117,0.1870519433901291,0.03818181805848175,0.14013818714630483,1.8853503265784313e-19,0.9166666666666666,0.12389397898756543,0.625,0.37233563675867787,0.03395493023134356
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,1,1,7,7,7,3,3,256,24,7,0.8887078596551001,0.8887078596551001,0.043515708988347106,0.024750986542513922,-1.606407485965519,0.7996689835866704,0.16323174774311658,0.7391087787295416,1.6887811563207358e-18,0.9166666666666666,-0.305268236990788,0.375,0.743434528984631,0.13750287040169712
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,1,1,7,7,7,4,4,256,24,7,0.9683965735600168,0.9683965735600168,0.0512473124101032,0.05895291415396958,-1.2294947220412014,1.214386063068189,0.24788551710536458,1.214285213103514,1.0008079557563313e-16,0.9166666666666666,0.015650284738911516,0.625,0.11648178098322955,0.13864100351692385
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,2,2,14,14,7,5,0,256,48,14,0.8541723212867438,0.8541723212867438,0.012873271892596627,0.0013968814735532181,-2.854840442536926,0.26495622064832003,0.03824313632869336,0.15657401261144993,6.021349029492045e-19,0.8333333333333334,-0.15657401261144993,0.5625,0.3772568676136004,0.11198379839375566
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,2,2,14,14,7,6,1,256,48,14,0.815667012117573,0.815667012117573,0.017962787619047932,0.004449310149386108,-2.3517073197021263,0.46497532924488444,0.06711340787651723,0.42127253234322365,8.898113776431962e-20,0.8333333333333334,0.07835764887172023,0.25,0.5630231612361317,0.06949174835853753
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,2,2,14,14,7,7,2,256,48,14,0.7603284732719339,0.7603284732719339,0.02209538919073392,0.0052661969918823175,-2.2785028993341427,0.5119620971830019,0.07389536365587288,0.44131419854594256,9.523220511895493e-20,0.8333333333333334,0.0814472345185219,0.375,0.6021066332841692,0.019528582454792637
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,2,2,14,14,7,8,3,256,48,14,0.8404719550367876,0.8404719550367876,0.028135135682555882,0.01009213443211349,-1.9960169731033104,0.7004847971071172,0.10110627154325863,0.6058079762141578,2.0057740190981832e-18,0.8333333333333334,-0.10564212544541575,0.4375,0.7057046505422812,0.14576789197738985
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,2,2,14,14,7,9,4,256,48,14,1.00394919321291,1.00394919321291,0.051048227864227524,0.0695038898010731,-1.1579908893398243,1.8557922948652306,0.26786054525011854,1.7819649609102641,4.7704895589362195e-17,0.8333333333333334,0.0036513564571631863,0.625,0.12290540611258256,0.14331324138115142
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,4,4,28,28,7,10,0,256,96,28,0.8183941449404422,0.8183941449404422,0.01356093525524236,0.001714647960520831,-2.765825032762417,0.4058639808096175,0.04142331908159612,0.24525356831647555,3.863311423791593e-20,0.6979166666666666,0.020154040689454013,0.3125,0.546236975679006,0.13416964322416317
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,4,4,28,28,7,11,1,256,96,28,0.7139315010667293,0.7139315010667293,0.0191635776232061,0.0027450662869774136,-2.561447163883861,0.514274534438982,0.052487924878453364,0.2912354603952108,1.0842021724855044e-19,0.6979166666666666,-0.043772547453034966,0.5,0.5922357686263224,0.05781778098664781
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,4,4,28,28,7,12,2,256,96,28,0.6439442004931722,0.6439442004931722,0.008796623732587947,0.000590199560723933,-3.2290011180743563,0.23903646879886167,0.024396557436413453,0.15223274160024686,4.675621868843738e-19,0.6979166666666666,0.07364427859774961,0.625,0.41374277845758217,0.032001882884980584
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,4,4,28,28,7,13,3,256,96,28,0.7474706289994121,0.7474706289994121,0.01009987135213483,0.0005910062036014723,-3.2284079604457374,0.23840803695543109,0.024332418379975056,0.11539002915294849,1.5585406229479126e-19,0.6979166666666666,-0.01549751903838382,0.4375,0.4748344858803959,0.06008840298867346
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,4,4,28,28,7,14,4,256,96,28,0.7713960679019422,0.7713960679019422,0.018998568683047865,0.0024265027713955803,-2.6150192083251556,0.4899011485429659,0.050000326597237216,0.3090963474338745,9.508791381603836e-19,0.6979166666666666,0.12419672054386025,0.625,0.23054950351998135,0.09276749444948625
task_aware_bp,supervised_loss,same_depth,pima_8q_task_aware,pima_diabetes,binary_subset,0,42,16,"{0: 10, 1: 6}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,8,8,8,56,56,7,15,0,256,192,56,0.8006351960077722,0.8006351960077722,0.00964925050799975,0.0007561339990111864,-3.1214012337656056,0.381041748739461,0.027499319525901695,0.2224104828622628,2.0309280979643467e-19,0.4427083333333333,0.015110814126165151,0.375,0.5573212882724428,0.10472188468412094
